make,model,n,distinct_years,annual_dep_rate,method
CADILLAC,ELDORADO,1,1,0.1346695538846248,brand_fallback
CADILLAC,FLAT WOOD,1,1,0.1346695538846248,brand_fallback
TOYOTA,4 RUNNER,1,1,0.100064939910899,brand_fallback
TOYOTA,900,1,1,0.100064939910899,brand_fallback
TOYOTA,ALLION,1,1,0.100064939910899,brand_fallback
TOYOTA,AQUA,1,1,0.100064939910899,brand_fallback
TOYOTA,ARISTO,1,1,0.100064939910899,brand_fallback
TOYOTA,ASX,1,1,0.100064939910899,brand_fallback
TOYOTA,ATLAAS,1,1,0.100064939910899,brand_fallback
TOYOTA,BZ3X,1,1,0.100064939910899,brand_fallback
CADILLAC,BLS,1,1,0.1346695538846248,brand_fallback
CADILLAC,BROGH,1,1,0.1346695538846248,brand_fallback
CADILLAC,BROGHAM,1,1,0.1346695538846248,brand_fallback
CADILLAC,CADILLAC SEVILLE,1,1,0.1346695538846248,brand_fallback
TOYOTA,HIACE ,1,1,0.100064939910899,brand_fallback
TOYOTA,HILUX ADVENTURE,1,1,0.100064939910899,brand_fallback
TOYOTA,HX DC 4X4 D 2.4L AT,1,1,0.100064939910899,brand_fallback
TOYOTA,KS01,1,1,0.100064939910899,brand_fallback
BYD,STATION,1,1,0.07800796943625092,brand_fallback
BYD,VAN,1,1,0.07800796943625092,brand_fallback
BYD,XIA STATION,1,1,0.07800796943625092,brand_fallback
BYD,YUAN PLUS,1,1,0.07800796943625092,brand_fallback
BYD,YUAN UP,1,1,0.07800796943625092,brand_fallback
BYD - DENZA,B8 JEEP,1,1,0.11955800924981667,global_fallback
BYD - DENZA,D9,1,1,0.11955800924981667,global_fallback
CADILLAC,ATS-V,1,1,0.1346695538846248,brand_fallback
TOYOTA,GXR RA(STATION WAGON),1,1,0.100064939910899,brand_fallback
TOYOTA,H 530,1,1,0.100064939910899,brand_fallback
TOYOTA,H3,1,1,0.100064939910899,brand_fallback
BYD,SLINGSHOT,1,1,0.07800796943625092,brand_fallback
BYD,SONG (2WD),1,1,0.07800796943625092,brand_fallback
BYD,SONG L DMI CAR,1,1,0.07800796943625092,brand_fallback
BYD,SONG PLUS EV,1,1,0.07800796943625092,brand_fallback
BYD,SONG PRO,1,1,0.07800796943625092,brand_fallback
TOYOTA,DYNA,1,1,0.100064939910899,brand_fallback
TOYOTA,FIOS,1,1,0.100064939910899,brand_fallback
TOYOTA,FJ,1,1,0.100064939910899,brand_fallback
TOYOTA,FLHTK,1,1,0.100064939910899,brand_fallback
TOYOTA,FORERUNNER,1,1,0.100064939910899,brand_fallback
TOYOTA,GL770ULTRA,1,1,0.100064939910899,brand_fallback
TOYOTA,GLX RA(PICK UP),1,1,0.100064939910899,brand_fallback
TOYOTA,GS 300,1,1,0.100064939910899,brand_fallback
BYD,SEALION 7 AWD,1,1,0.07800796943625092,brand_fallback
BYD,SEL 50,1,1,0.07800796943625092,brand_fallback
TOYOTA,PRADO12357190,1,1,0.100064939910899,brand_fallback
TOYOTA,R1,1,1,0.100064939910899,brand_fallback
TOYOTA,RUMION,1,1,0.100064939910899,brand_fallback
TOYOTA,SALON,1,1,0.100064939910899,brand_fallback
TOYOTA,SALOON,1,1,0.100064939910899,brand_fallback
TOYOTA,SEDAN,1,1,0.100064939910899,brand_fallback
BYD,QIN,1,1,0.07800796943625092,brand_fallback
BYD,QIN L DM,1,1,0.07800796943625092,brand_fallback
BYD,QIN PLUS DM-I,1,1,0.07800796943625092,brand_fallback
BYD,QIN PLUS(2WD),1,1,0.07800796943625092,brand_fallback
BYD,SEAL 06,1,1,0.07800796943625092,brand_fallback
BYD,SEAL 07,1,1,0.07800796943625092,brand_fallback
BYD,SEAL 50,1,1,0.07800796943625092,brand_fallback
BYD,SEALION 05,1,1,0.07800796943625092,brand_fallback
TOYOTA,ORION,1,1,0.100064939910899,brand_fallback
TOYOTA,OTHERS,1,1,0.100064939910899,brand_fallback
TOYOTA,PICKUP,1,1,0.100064939910899,brand_fallback
BYD,LEOPARD 7 (4WD),1,1,0.07800796943625092,brand_fallback
BYD,LEOPARD 7 ULTRA,1,1,0.07800796943625092,brand_fallback
BYD,LEOPARD S/STATION,1,1,0.07800796943625092,brand_fallback
BYD,LEOPARD TAI3,1,1,0.07800796943625092,brand_fallback
BYD,LEOPARD/STATION,1,1,0.07800796943625092,brand_fallback
TOYOTA,LAND CRUISER VXR,1,1,0.100064939910899,brand_fallback
TOYOTA,LAND CRUISER0001,1,1,0.100064939910899,brand_fallback
TOYOTA,LAND CRUSER,1,1,0.100064939910899,brand_fallback
TOYOTA,LS4X4 P4.0L MT,1,1,0.100064939910899,brand_fallback
TOYOTA,MIRAGE,1,1,0.100064939910899,brand_fallback
TOYOTA,MIRAI,1,1,0.100064939910899,brand_fallback
TOYOTA,MODEL 2022,1,1,0.100064939910899,brand_fallback
TOYOTA,NIO ES8,1,1,0.100064939910899,brand_fallback
BMW,MINI,1,1,0.1420568219674346,brand_fallback
BMW,R1200GS,1,1,0.1420568219674346,brand_fallback
BMW,R9T,1,1,0.1420568219674346,brand_fallback
BMW,SLINGSHOT SLINGS,1,1,0.1420568219674346,brand_fallback
BMW,VESPA VXL,1,1,0.1420568219674346,brand_fallback
BMW,X 3,1,1,0.1420568219674346,brand_fallback
BMW,X 5,1,1,0.1420568219674346,brand_fallback
BORGWARD,BX5,1,1,0.03912363067292801,brand_fallback
BYD,F6,1,1,0.07800796943625092,brand_fallback
BYD,FANGCHENGBAO 5,1,1,0.07800796943625092,brand_fallback
BYD,FORMULA LEOPARD,1,1,0.07800796943625092,brand_fallback
BYD,FORMULA LEOPARD S,1,1,0.07800796943625092,brand_fallback
BYD,HAN L,1,1,0.07800796943625092,brand_fallback
BYD,LEOPARD ,1,1,0.07800796943625092,brand_fallback
BYD,LEOPARD 05,1,1,0.07800796943625092,brand_fallback
BYD,LEOPARD 7 (2WD),1,1,0.07800796943625092,brand_fallback
BRILLIANCE,V5,1,1,-0.10937500000000067,brand_fallback
BUICK,RIVIERA,1,1,0.11955800924981667,global_fallback
BYD,2023,1,1,0.07800796943625092,brand_fallback
BYD,BYD,1,1,0.07800796943625092,brand_fallback
BYD,BYD SEAL,1,1,0.07800796943625092,brand_fallback
BYD,BYD SONG PLUS,1,1,0.07800796943625092,brand_fallback
BYD,DENZA,1,1,0.07800796943625092,brand_fallback
BYD,E2,1,1,0.07800796943625092,brand_fallback
TOYOTA,SONATA,1,1,0.100064939910899,brand_fallback
TOYOTA,STARLET,1,1,0.100064939910899,brand_fallback
TOYOTA,TANDRA,1,1,0.100064939910899,brand_fallback
TOYOTA,TERCEL,1,1,0.100064939910899,brand_fallback
TOYOTA,TOYOTA ALPHARD,1,1,0.100064939910899,brand_fallback
TOYOTA,TOYOTA ALTIS,1,1,0.100064939910899,brand_fallback
TOYOTA,TOYOTA COASTER,1,1,0.100064939910899,brand_fallback
BRILLIANCE,JINBEI,1,1,-0.10937500000000067,brand_fallback
BMW,BMW 400 CC MOTORCYCLE,1,1,0.1420568219674346,brand_fallback
BMW,BMW 420,1,1,0.1420568219674346,brand_fallback
BMW,BMW 525,1,1,0.1420568219674346,brand_fallback
BMW,BMW 540,1,1,0.1420568219674346,brand_fallback
BMW,BMW 750,1,1,0.1420568219674346,brand_fallback
BMW,BMW I5,1,1,0.1420568219674346,brand_fallback
BMW,BMW X5,1,1,0.1420568219674346,brand_fallback
BMW,C 650 GT,1,1,0.1420568219674346,brand_fallback
TOYOTA,فورشنر,1,1,0.100064939910899,brand_fallback
TOYOTA,هايلوكس,1,1,0.100064939910899,brand_fallback
TOYOTA12024631,YARIS,1,1,0.11955800924981667,global_fallback
TOYOTA2100875058,LAND CRUISER,1,1,0.11955800924981667,global_fallback
BMW,BMW 14,1,1,0.1420568219674346,brand_fallback
BMW,BMW 3251,1,1,0.1420568219674346,brand_fallback
BMW,BMW 330,1,1,0.1420568219674346,brand_fallback
BMW,BMW 3301,1,1,0.1420568219674346,brand_fallback
TOYOTA,TOYOTA TACOMA,1,1,0.100064939910899,brand_fallback
TOYOTA,TOYOTA WISH,1,1,0.100064939910899,brand_fallback
TOYOTA,U7,1,1,0.100064939910899,brand_fallback
TOYOTA,VAHALA MOULAT,1,1,0.100064939910899,brand_fallback
TOYOTA,VENZA,1,1,0.100064939910899,brand_fallback
TOYOTA,VESPA VXL 150,1,1,0.100064939910899,brand_fallback
TOYOTA,WIGO,1,1,0.100064939910899,brand_fallback
TOYOTA,برادو,1,1,0.100064939910899,brand_fallback
BMW,M 5,1,1,0.1420568219674346,brand_fallback
BMW,M2351,1,1,0.1420568219674346,brand_fallback
BMW,M6 GRAN COUPE,1,1,0.1420568219674346,brand_fallback
BMW,M6 Gran Coupe,1,1,0.1420568219674346,brand_fallback
BMW,M760LI,1,1,0.1420568219674346,brand_fallback
BMW,M760Li,1,1,0.1420568219674346,brand_fallback
TOYOTA,TOYOTA IQ,1,1,0.100064939910899,brand_fallback
TOYOTA,TOYOTA PREVIA,1,1,0.100064939910899,brand_fallback
BMW,BMW 120,1,1,0.1420568219674346,brand_fallback
BMW,BMW 135,1,1,0.1420568219674346,brand_fallback
BMW,545I,1,1,0.1420568219674346,brand_fallback
BMW,6 SERIES GT,1,1,0.1420568219674346,brand_fallback
BMW,640,1,1,0.1420568219674346,brand_fallback
BMW,645 CI,1,1,0.1420568219674346,brand_fallback
BMW,728,1,1,0.1420568219674346,brand_fallback
BMW,735LI,1,1,0.1420568219674346,brand_fallback
Triumph,SPEED 400,1,1,-1.085637140756646,brand_fallback
BMW,740,1,1,0.1420568219674346,brand_fallback
BMW,740LT,1,1,0.1420568219674346,brand_fallback
BMW,745Li,1,1,0.1420568219674346,brand_fallback
BMW,840CI,1,1,0.1420568219674346,brand_fallback
BMW,840i GRAN COUPE,1,1,0.1420568219674346,brand_fallback
BMW,ACTIVE HYBRID 7,1,1,0.1420568219674346,brand_fallback
BMW,AL E 750,1,1,0.1420568219674346,brand_fallback
TVS,APACHE RR 310 EU,1,1,0.11955800924981667,global_fallback
TVS,APACHE RTR160 4V,1,1,0.11955800924981667,global_fallback
Toyota,ALPHARD,1,1,0.100064939910899,brand_fallback
Toyota,CAMRY,1,1,0.100064939910899,brand_fallback
Toyota,Innova,1,1,0.100064939910899,brand_fallback
Toyota,PRIUS,1,1,0.100064939910899,brand_fallback
Toyota,Rush,1,1,0.100064939910899,brand_fallback
Toyota,VELOZ,1,1,0.100064939910899,brand_fallback
BMW,CAR,1,1,0.1420568219674346,brand_fallback
BMW,E 323,1,1,0.1420568219674346,brand_fallback
BMW,EC6,1,1,0.1420568219674346,brand_fallback
BMW,EDAN,1,1,0.1420568219674346,brand_fallback
BMW,HERITAGE SOFTAIL,1,1,0.1420568219674346,brand_fallback
BMW,IQ,1,1,0.1420568219674346,brand_fallback
BMW,IX 3,1,1,0.1420568219674346,brand_fallback
TOYOTAالمـ,YARIS,1,1,0.11955800924981667,global_fallback
BMW,325,1,1,0.1420568219674346,brand_fallback
BMW,325XI,1,1,0.1420568219674346,brand_fallback
BMW,328,1,1,0.1420568219674346,brand_fallback
BMW,330 I,1,1,0.1420568219674346,brand_fallback
BMW,330E,1,1,0.1420568219674346,brand_fallback
BMW,335,1,1,0.1420568219674346,brand_fallback
BMW,220,1,1,0.1420568219674346,brand_fallback
BMW,220D,1,1,0.1420568219674346,brand_fallback
BMW,440,1,1,0.1420568219674346,brand_fallback
BMW,5 SERIES GT,1,1,0.1420568219674346,brand_fallback
BMW,520D,1,1,0.1420568219674346,brand_fallback
BMW,525,1,1,0.1420568219674346,brand_fallback
BMW,525 I,1,1,0.1420568219674346,brand_fallback
BMW,528,1,1,0.1420568219674346,brand_fallback
BMW,530E,1,1,0.1420568219674346,brand_fallback
BMW,530Li,1,1,0.1420568219674346,brand_fallback
VICTORY,SCHI025D,1,1,0.08983182426460704,brand_fallback
VICTORY,SIXTIES,1,1,0.08983182426460704,brand_fallback
VINFAST,SLINGSHOT SLINGS,1,1,0.11955800924981667,global_fallback
VINFAST,VF8,1,1,0.11955800924981667,global_fallback
VOLKSWAGEN,2021,1,1,0.1307814020492382,brand_fallback
VOLKSWAGEN,GOLF HATCHBACK,1,1,0.1307814020492382,brand_fallback
BMW,430i,1,1,0.1420568219674346,brand_fallback
BMW,435i,1,1,0.1420568219674346,brand_fallback
BMW,735Li,1,1,0.1420568219674346,brand_fallback
VESPA,VESPA VXL,1,1,0.11955800924981667,global_fallback
VESPA,VESPA VXL 150,1,1,0.11955800924981667,global_fallback
VICTORY,FCH 5022 XXYD,1,1,0.08983182426460704,brand_fallback
VICTORY,SCH 1025 D,1,1,0.08983182426460704,brand_fallback
VICTORY,SCH1025D,1,1,0.08983182426460704,brand_fallback
VICTORY,SCH1025S,1,1,0.08983182426460704,brand_fallback
VICTORY,SCH5022XXYD ,1,1,0.08983182426460704,brand_fallback
ZOTYE,T700,1,1,0.15380919647565672,brand_fallback
ZXAUTO,GRANDLION,1,1,-0.3358208955223909,brand_fallback
ACURA,INTEGRA,1,1,0.10427807486630858,brand_fallback
ABARTH,124 SPIDER,1,1,0.07830085755543785,brand_fallback
baw,212,1,1,-0.026752767527673083,brand_fallback
baw,212(4WD),1,1,-0.026752767527673083,brand_fallback
hig,KLQ6600,1,1,0.11955800924981667,global_fallback
AUDI,2006,1,1,0.14525254547034694,brand_fallback
VOYAH,TAISHAN,1,1,0.13923500729723698,brand_fallback
Vespa,GTS 300,1,1,0.11955800924981667,global_fallback
Volkswagen,Amarok,1,1,0.1307814020492382,brand_fallback
Volkswagen,Jetta,1,1,0.1307814020492382,brand_fallback
Volvo,S90,1,1,0.15167980609344991,brand_fallback
ZNA,YUMSUN,1,1,0.15204832377748856,brand_fallback
ACURA,RSX,1,1,0.10427807486630858,brand_fallback
ACURA,RDX,1,1,0.10427807486630858,brand_fallback
AUDI,E TRON,1,1,0.14525254547034694,brand_fallback
AUDI,Q8 E-TRON,1,1,0.14525254547034694,brand_fallback
AUDI,R8 SPYDER,1,1,0.14525254547034694,brand_fallback
AUDI,RS Q8,1,1,0.14525254547034694,brand_fallback
VOLVO,FH 12,1,1,0.15167980609344991,brand_fallback
VOLVO,FM460,1,1,0.15167980609344991,brand_fallback
VOLVO,HEAD FH(TRUCK,1,1,0.15167980609344991,brand_fallback
VOLVO,XC70,1,1,0.15167980609344991,brand_fallback
AUDI,SCION TC,1,1,0.14525254547034694,brand_fallback
AUDI ,Q8,1,1,0.14525254547034694,brand_fallback
AVANTY,ELANTRA,1,1,0.11955800924981667,global_fallback
AVATR,07,1,1,0.18146177127900368,brand_fallback
AVATR,AVATAR 12,1,1,0.18146177127900368,brand_fallback
Aston Martin,DBX,1,1,0.09684025177231585,brand_fallback
AUDI,AUDI 53,1,1,0.14525254547034694,brand_fallback
AUDI,AUDI SEDAN,1,1,0.14525254547034694,brand_fallback
MERCEDES BENZ,CLE-CLASS,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLE450,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLS 400,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLS 53 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLS 550,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLS 63 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLS300,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLS320 CDI,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,E 430,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,E 53 AM,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,E 53 HYBRID 4MATIC+ SEDAN,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,E 55,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,E 55 AMG,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,E260L,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,E430,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,CLC200K,1,1,0.12597345420100622,brand_fallback
ZEEKR,007,1,1,-0.046734728027836,brand_fallback
ZEEKR,X/STATION,1,1,-0.046734728027836,brand_fallback
ZEEKR,ZEEKR 001,1,1,-0.046734728027836,brand_fallback
ZEEKR,ZEEKR 7X,1,1,-0.046734728027836,brand_fallback
ZEEKR,ZEEKR 9X,1,1,-0.046734728027836,brand_fallback
MERCEDES BENZ,COROLLA,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,COUPE,1,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,E 320,1,1,0.12597345420100622,brand_fallback
WULING,KAIJIE,1,1,0.2228571428571421,brand_fallback
XIAOMI,اس يو 7 الترا,1,1,0.13720795981605868,brand_fallback
XPENG,EXPENG G6,1,1,0.05209550715802872,brand_fallback
XPENG,P7,1,1,0.05209550715802872,brand_fallback
Yamaha,250 CC,1,1,0.11955800924981667,global_fallback
Yamaha,DT175,1,1,0.11955800924981667,global_fallback
Yamaha,XSR900,1,1,0.11955800924981667,global_fallback
Yamaha,Y Z F 690,1,1,0.11955800924981667,global_fallback
