make,model,n,distinct_years,annual_dep_rate,method
MERCURY,MILAN,4,3,0.17502835130062688,fit_low
ASHOK LEYLAND,PARTNER,4,2,0.08623541245741806,fit_low
ASTON MARTIN,RAPIDE,4,3,0.14078452241224326,fit_low
AEOLUS,SHINE,4,3,0.1303733259789478,fit_low
Hyundai,Sonata,4,3,0.14299113334037017,fit_low
Honda,ZR V,4,3,0.07073350440768289,fit_low
Tesla,MODEL X,4,3,0.16002110717412188,fit_low
BMW,I5,4,1,0.1420568219674346,brand_fallback
LEADING IDEAL,L9,4,2,0.31020812685827215,fit_low
LEXUS,GX550,4,2,0.1914600550964194,fit_low
MERCEDES BENZ,SLK320,4,4,0.13198972060154102,fit_low
MERCEDES-BENZ,AMG GT,4,3,-0.23883856241918622,fit_low
BMW,M440i GRAN COUPE,4,3,0.03032662961060717,fit_low
BMW,M235I,4,3,0.2505695382363945,fit_low
BMW,M235I GRAN COUPE,4,3,0.10340749355209877,fit_low
NISSAN,SUNNY 1.6,4,3,0.024096319094635277,fit_low
HONDA,CRV,4,3,0.0034114626253461955,fit_low
HONDA,E-NS1,4,2,-0.030826743350106822,fit_low
BMW,M850I GRAN COUPE,4,4,0.11276620752601274,fit_low
NISSAN,TIDA,4,3,0.2685547072561637,fit_low
Geely,COOLRAY,4,3,-0.00686114393542292,fit_low
MAZDA,6 ULTRA,4,4,0.07404241594041416,fit_low
Lexus,RX450H,4,4,0.08251292179398206,fit_low
MERCEDES BENZ,SLC43 AMG,4,3,0.11132511914082122,fit_low
MERCEDES BENZ,SL400,4,4,0.0036592513909882163,fit_low
CMC,Z7,4,3,0.11804910268784874,fit_low
CHRYSLER,CROSSFIRE,4,3,0.06906730907642522,fit_low
Chevrolet,Equinox,4,2,0.11787072243345387,fit_low
LEXUS,GS 400,4,2,0.35450277563209676,fit_low
BESTUNE,T33,4,2,-0.12582619339045298,fit_low
Audi,SQ5,4,4,0.13259307879653437,fit_low
BAIC,BJ30E,4,2,0.15964416182477426,fit_low
BMW,1M,4,3,0.0919977504948648,fit_low
PORSCHE,718 SPYDER,4,4,0.10601068949042913,fit_low
FORD,THUNDERBIRD,4,3,0.6434008423657748,fit_low
BYD,SHARK 6,4,2,0.18138297872340592,fit_low
BMW,IX3,4,3,-0.050941996817878366,fit_low
BMW,M 235,4,4,0.08249654137011475,fit_low
BAIC,BJ40PRO,4,1,0.09577539341453989,brand_fallback
LUXGEN,U7,4,2,0.09425701776976414,fit_low
CITROEN,C3 AIRCROSS,4,3,0.03485487860935921,fit_low
BMW,650i GRAN COUPE,4,2,0.20087090163934163,fit_low
BMW,7 SERIES,4,4,0.2072338129571345,fit_low
INFINITI,QX 56,4,1,0.1305647063818419,brand_fallback
INFINITI,JX35,4,1,0.1305647063818419,brand_fallback
INFINITI,M35,4,4,0.33211404644430254,fit_low
INFINITI,I35,4,2,0.5464912280701756,fit_low
Hyundai,Azera,4,4,0.12607619336852482,fit_low
MITSUBISHI,LANCER FORTIS,4,2,0.1911764705882366,fit_low
MITSUBISHI,MAGNA,4,2,0.25089285714285814,fit_low
JAGUAR,I-PACE,4,2,0.22304832713754885,fit_low
ISUZU,NKR,4,3,0.03652066548238253,fit_low
Skoda,Kamiq,4,3,0.09793528981473376,fit_low
OPEL,GRANDLAND,4,3,0.19132595469106906,fit_low
OMODA,C5,4,2,0.33323343323343435,fit_low
OPEL,CROSSLAND,4,2,0.3883967679266689,fit_low
GEELY,EMGRAND GS ,4,3,-0.024695076595961263,fit_low
GEELY,EMGRAND EC7,4,4,0.09338183892453233,fit_low
GEELY,EMGRAND EX7,4,2,2.220446049250313e-16,fit_low
Suzuki,Jimny,4,4,0.12203902366432151,fit_low
MAZDA,MX-5 RF,4,3,0.055686903088746686,fit_low
Infiniti,Q50,4,4,0.17201192228774376,fit_low
BMW,840i,4,2,0.11754555624920493,fit_low
BMW,320D,4,4,0.1508147687082334,fit_low
Kia,Picanto,4,3,0.11421686566407085,fit_low
DEEPAL,S05,4,2,0.15313453713123304,fit_low
DEEPAL,S07,4,3,0.2639288710061245,fit_low
DFSK,FENGON 500,4,2,0.23861080485115838,fit_low
DFSK,FENGON 580,4,1,0.17912370959016594,brand_fallback
Kia,Cadenza,4,3,0.13724890309001292,fit_low
DAIHATSU,YRV,4,3,0.10198528366266746,fit_low
BYD,F3,4,3,0.13867141544130535,fit_low
Ford,Expedition,4,3,0.2339129073611952,fit_low
BYD,SEALION 06,4,2,-0.1538461538461493,fit_low
Ford,Taurus,4,4,0.1272905063547095,fit_low
FOTON,VIEW CS2,4,3,0.15907362429006644,fit_low
Ford,EcoSport,4,3,0.068411822573889,fit_low
Ford,Edge,4,3,0.14671521016500177,fit_low
BMW,M850i GRAN COUPE,4,4,0.11388879392728479,fit_low
HONDA,LEGEND,4,4,0.1596389906822412,fit_low
BMW,iX1,4,3,0.07966367369680782,fit_low
TOYOTA,BZ4X,4,3,0.06507491237376961,fit_low
MERCEDES BENZ,GLK 250,4,2,0.20159070052003836,fit_low
MERCEDES BENZ,GLK 350,4,2,0.12237922284275837,fit_low
CHEVROLET,SSR,4,3,0.010753840196327191,fit_low
MITSUBISHI,ROSA,4,3,0.17182893100672758,fit_low
Mazda,CX-9,4,4,0.09550916749265159,fit_low
Mitsubishi,LANCER EX,4,2,0.032128514056220525,fit_low
LEXUS,LS400,4,2,0.19137466307277573,fit_low
VOLKSWAGEN,ID.3/LIFE,4,2,-0.259187620889747,fit_low
BESTUNE,B70S,4,3,0.05441811938143015,fit_low
VOLKSWAGEN,TAOS,4,3,0.19250645354935003,fit_low
MERCEDES BENZ,SL 500,4,4,-0.03600828853420235,fit_low
FERRARI,PORTOFINO M,4,3,0.08982986623525202,fit_low
RABDAN,RABDAN ONE,4,2,-0.005893966668601758,fit_low
Dodge,Durango,4,3,0.10576642187965013,fit_low
SOUEAST,DX3,4,2,0.14438502673796771,fit_low
HYUNDAI,GALLOPER,4,4,0.013834810716602974,fit_low
FERRARI,FF,4,3,0.1473117473577974,fit_low
SSANGYONG,KORANDO,4,3,0.10705645219223858,fit_low
SUZUKI,SAMURAI,4,3,-0.06938717565386465,fit_low
SUZUKI,IGNIS,4,3,0.11003980680179504,fit_low
LEXUS,HS 250H,4,2,0.45595854922279755,fit_low
HYUNDAI,H100,4,3,0.09770310960845807,fit_low
HYUNDAI,GRAND CRETA,4,2,0.08469159475870958,fit_low
BMW,M8 GRAN COUPE,4,4,0.10858408872553771,fit_low
TOYOTA,iQ,4,3,0.08090981373562844,fit_low
BMW,BMW 530,4,4,-0.07525992957034244,fit_low
MERCEDES BENZ,R280 L,4,3,0.10158870379827833,fit_low
LEXUS,RC200T,4,3,0.0766650570429448,fit_low
MERCEDES BENZ,S 600,4,3,-0.023375905556330956,fit_low
LEXUS,UX250H,4,3,-0.1881091438034872,fit_low
LEXUS,RX350 ,4,2,0.0478801169590638,fit_low
BYD,LEOPARD 7(2WD),4,1,0.07800796943625092,brand_fallback
Lincoln,NAUTILUS,4,3,0.08803850515824341,fit_low
CHERY,TIGGO,4,3,0.1734158144159823,fit_low
SOUEAST,DX7,4,3,0.055826395434063314,fit_low
JAC,J5,4,2,0.11185975012486005,fit_low
JAC,JS3,4,2,-0.1548045949067023,fit_low
Exeed,RX,4,2,0.13776473590201666,fit_low
KIA,K4,4,2,0.3348899738201394,fit_low
MG,MG ZS,4,3,0.14235618756438118,fit_low
AUDI,SQ8,4,4,0.07636606879760455,fit_low
GEELY,GX3 PRO,4,2,0.16519694297472176,fit_low
BMW,Z3,4,3,0.37340905393582535,fit_low
XIAOMI,SU7 MAX,4,3,0.1907013151741378,fit_low
MERCEDES BENZ,EQC 400 4M,4,3,-0.007045693014982257,fit_low
XAOMI,YU7,4,1,-0.16678470254957523,brand_fallback
Suzuki,Ciaz,3,3,0.07222469399511888,fit_low
CHERY,ARRIZO 8 PRO,3,2,0.06644474034620318,fit_low
AEOLUS,AX7,3,2,0.015416007556818045,fit_low
CHERY,ARRIZO 6 PRO,3,2,0.06025223271441427,fit_low
ASTON MARTIN,DB12,3,3,-0.053870822086779624,fit_low
XAOMI,SU7,3,2,-0.16678470254957523,fit_low
VOYAH,DREAMER,3,2,0.13875453446190678,fit_low
BENTLEY,BROOKLANDS,3,2,0.15995460228447334,fit_low
MERCEDES BENZ,C 180,3,3,-0.6139680475836007,fit_low
MERCEDES BENZ,B160,3,2,0.1433790886831312,fit_low
MERCEDES BENZ,EQS 450 PLUS,3,2,-0.27145557655955144,fit_low
GEELY,GEOMETRY C,3,1,0.12516586439000715,brand_fallback
BMW,X5 M,3,3,0.13261097504317176,fit_low
Audi,A4,3,3,0.17947170651813693,fit_low
AUDI ,Q3,3,3,0.10178503494052538,fit_low
GEELY,AZKARRA,3,2,0.2652129817444231,fit_low
GEELY,CITYRAY,3,2,0.28329607154263603,fit_low
GAC,TRUMPCHI GS3,3,3,0.20711958530344576,fit_low
GAC,TRUMPCHI GS5,3,2,0.15268722935523416,fit_low
GAC,EMKOO HYBRID,3,2,0.1659600997506242,fit_low
PEUGEOT,RIFTER,3,3,0.17535772993178367,fit_low
OPEL,MOKKA  X,3,1,0.12463352936734048,brand_fallback
Opel,Corsa,3,3,0.04487584676762135,fit_low
BMW,340i,3,3,0.12896573198542682,fit_low
BMW,5251,3,3,-0.030522531771584482,fit_low
BMW,520,3,2,0.3076795226822798,fit_low
VOLKSWAGEN,BORA,3,2,0.13121376339478774,fit_low
VOLKSWAGEN,CRAFTER,3,1,0.1307814020492382,brand_fallback
JETOUR,X 50,3,1,0.07393419046285743,brand_fallback
MERCURY,SABLE,3,2,0.12936546974914087,fit_low
BMW,340I,3,2,0.13825503355704993,fit_low
DONGFENG,817,3,1,-0.04659982459882944,brand_fallback
TOYOTA,DAINA,3,3,-0.24826700242971222,fit_low
SERES,7,3,2,0.1779560516219042,fit_low
SAAB,9-5,3,2,0.1026094860578981,fit_low
MERCEDES BENZ,C220,3,3,0.08174130913175648,fit_low
MERCEDES BENZ,C230 K,3,2,0.17777777777777948,fit_low
MERCEDES BENZ,C 350,3,2,0.11309901266115463,fit_low
MERCEDES BENZ,G320,3,2,-0.34832961798659934,fit_low
MERCEDES BENZ,A 220,3,3,0.2557237657290661,fit_low
BYD,SEAL 05,3,1,0.07800796943625092,brand_fallback
BMW,M850i,3,3,0.1371189538380857,fit_low
BYD,LEOPARD 3,3,2,0.028388278388276733,fit_low
FORD,F-550,3,2,0.11054642753735111,fit_low
Ford,Fusion,3,2,0.06610633046494652,fit_low
Ford,Ranger,3,2,0.3694211224038886,fit_low
MERCEDES-BENZ,EQS 450,3,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,G500,3,3,0.12264885039946782,fit_low
MERCEDES-BENZ,E350,3,3,0.10781871931531295,fit_low
MERCEDES-BENZ,E450,3,3,0.06063379089840182,fit_low
MERCEDES-BENZ,EQA 260,3,2,0.25096021062923,fit_low
KIA,GRAND CARNIVAL,3,1,0.13177905251232663,brand_fallback
KIA,EV5,3,2,0.5591218802633604,fit_low
KIA,EV6,3,2,0.0762086878447975,fit_low
KIA,EV9,3,2,0.2796140923850807,fit_low
MERCEDES-BENZ,GLA 35 AMG,3,3,0.13389802692667385,fit_low
MG,MG GS,3,2,-1.087557603686637,fit_low
MG,8,3,1,0.10393327629096116,brand_fallback
VOLKSWAGEN,GOLF GTI,3,3,0.10105232466510539,fit_low
VOLKSWAGEN,ATLAS CROSS SPORT,3,2,0.295990566037736,fit_low
BMW,730i,3,3,0.11897054552584285,fit_low
BMW,645CI,3,2,0.25641025641024895,fit_low
JAGUAR,XK8,3,3,0.07378357333891639,fit_low
MG,T60,3,1,0.10393327629096116,brand_fallback
CHERY,TIGGO 8,3,2,-0.3374613003095992,fit_low
MERCEDES BENZ,GLA220,3,3,0.06836473217112282,fit_low
Skoda,SCALA,3,3,0.07975718049699165,fit_low
TOYOTA,2006,3,1,0.100064939910899,brand_fallback
GEELY,EX5,3,1,0.12516586439000715,brand_fallback
GEELY,EMGRAND EC8,3,3,0.19173198000619063,fit_low
GREAT WALL,FLORID,3,1,0.08395278302256816,brand_fallback
GMC,SUPERBAN,3,2,-0.19260831692866498,fit_low
GMC,Terrain,3,2,-0.21544032070347585,fit_low
Nissan,Sentra,3,2,0.1999999999999984,fit_low
BUGATTI,VEYRON,3,2,0.2413576815065085,fit_low
GEELY,EMGRAND GC6,3,2,0.07792207792207273,fit_low
DFSK,FENGON C32,3,2,0.09980758257550937,fit_low
DFSK,FENGON GLORY 600,3,1,0.17912370959016594,brand_fallback
DFSK,FENGON IX5,3,1,0.17912370959016594,brand_fallback
JEEP,WAGONEER,3,1,0.12447230998511988,brand_fallback
MERCEDES-BENZ,CLS350,3,2,0.12837059230237324,fit_low
SSANGYONG,ACTYON,3,3,0.16648596414283445,fit_low
SKODA,YETI,3,2,-0.20320538187574422,fit_low
SKYWELL,ET5,3,2,0.09588953642982445,fit_low
RENAULT,ZOE,3,2,-0.08785658644084338,fit_low
ROEWE,I5,3,1,0.27395993836671806,brand_fallback
ROEWE,i5,3,2,0.27395993836671806,fit_low
Exeed,TXL,3,2,0.07589285714285776,fit_low
JAC,S7,3,3,0.17572708565634965,fit_low
DODGE,NEON,3,1,0.1523329377469475,brand_fallback
MERCEDES BENZ,GLE 450,3,3,0.1885194237967719,fit_low
MERCEDES BENZ,GLE 53,3,2,0.0800426744752043,fit_low
MERCEDES BENZ,GLC 300,3,3,0.04632474364564909,fit_low
GREAT WALL,TANK 300,3,2,0.08942202468160543,fit_low
NISSAN,TIIDA HATCHBACK,3,3,-0.12011018093629167,fit_low
NISSAN,SUNNY 1.5,3,2,-0.036311209910314224,fit_low
MAYBACH,57,3,3,0.11830512144653282,fit_low
Audi,S3,3,3,0.10259357217179221,fit_low
BAIC,BJ30,3,2,0.27802491103202664,fit_low
BMW,135i,3,2,0.16051263216302825,fit_low
FIAT,DUCATO,3,3,0.14829041040974034,fit_low
Peugeot,508,3,2,0.049683397890398884,fit_low
Porsche,Panamera,3,3,0.09552586958952192,fit_low
FORD,FREESTAR,3,2,0.2222222222222182,fit_low
CADILLAC,CATERA,3,3,0.1769451082468989,fit_low
BYD,SONG,3,1,0.07800796943625092,brand_fallback
LYNK & CO,5,3,3,0.09325685299582243,fit_low
LUCID,AIR,3,2,0.4363326442534351,fit_low
MASERATI,MC20,3,2,0.28770889492409213,fit_low
BAIC,BJ40 PRO,3,1,0.09577539341453989,brand_fallback
BAIC,BJ40L,3,2,-0.05851547284138103,fit_low
ISUZU,ISUZU,3,3,0.07279754755144152,fit_low
BMW,218i,3,3,0.1138539937995755,fit_low
LAMBORGHINI,REVUELTO,3,2,0.049773242630383185,fit_low
Kia,SONET,3,3,0.13910499146732014,fit_low
Kia,STINGER,3,3,0.14430015646710403,fit_low
BMW,760Li,3,3,0.11980013102475884,fit_low
LADA,NIVA,3,2,0.33826384650519115,fit_low
LADA,NIVA LEGEND,3,2,0.17449664429530476,fit_low
BMW,228I,3,2,0.03281519861830828,fit_low
Kia,K8,3,3,0.1306369207612722,fit_low
Kia,PEGAS,3,2,-0.017013232514176746,fit_low
KIA,TASMAN,3,2,0.0795982355169087,fit_low
Lexus,ES300h,3,2,0.15755582979123972,fit_low
Lexus,IS200T,3,2,-0.0869004641567761,fit_low
HONDA,GL,3,3,0.14721868615007483,fit_low
NISSAN,NISSAN SUNNY 1.6,3,2,0.897506501453266,fit_low
HYUNDAI,ATOS,3,2,0.8801763291477451,fit_low
HINO,HINO 300,3,3,0.2092024785609523,fit_low
NISSAN,PRIMERA,3,3,0.1219629594010575,fit_low
HONDA,PASSPORT,3,2,-0.38344148041336346,fit_low
HONDA,INSIGHT,3,3,0.1549956994210394,fit_low
BORGWARD,BX7,3,2,0.03912363067292801,fit_low
CHRYSLER,200C,3,2,0.24325980392156388,fit_low
MERCEDES BENZ,ML400,3,1,0.12597345420100622,brand_fallback
CHERY,ICAR 03,3,1,-0.0408655457385822,brand_fallback
CHERY,ICAR V23,3,1,-0.0408655457385822,brand_fallback
NISSAN,LEAF,3,3,0.060056362583640444,fit_low
NISSAN,ARIYA,3,1,0.1004303758044057,brand_fallback
NISSAN,300ZX,3,2,-0.8776012344320843,fit_low
BMW,BMW 645,3,1,0.1420568219674346,brand_fallback
TOYOTA,كامري,3,3,0.055231656902124726,fit_low
TOYOTA,لاند كروزر,3,2,0.2102618646239568,fit_low
TOYOTA,TOYOTA YARIS,3,3,0.07829166047475,fit_low
MERCEDES BENZ,SLK55 AMG,3,3,0.1328603848696387,fit_low
LEAPMOTORS,C16,3,2,0.13014386082301965,fit_low
LEXUS,GS400,3,2,-0.16774841624228443,fit_low
LEXUS,ES300H,3,2,0.08503549565830015,fit_low
MERCEDES BENZ,SLK230 K,3,3,0.15268145426367585,fit_low
MERCEDES BENZ,SLK250,3,3,0.05630622556140363,fit_low
MERCEDES BENZ,SLK280,3,3,0.1604882227682758,fit_low
MITSUBISHI,DESTINATOR,3,1,0.12390760216589707,brand_fallback
INFINITI,M45,3,3,0.4088308458164176,fit_low
INFINITI,M56,3,2,-0.12416555407209806,fit_low
ISUZU,MU-X,3,3,0.10709683458176689,fit_low
MG,ZS ,3,2,0.08844416185714488,fit_low
LI,L7,3,2,0.10779262817757584,fit_low
HONGQI,E-QM5,3,2,0.0632579738327429,fit_low
BMW,BMW Z3,3,1,0.1420568219674346,brand_fallback
LEXUS,RX450H L,3,3,-0.03393237337680621,fit_low
MERCEDES BENZ,S 400,3,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,R500 L,3,3,0.19259753890812592,fit_low
NIO,EC6,3,1,0.218559218559218,brand_fallback
FORD,E 450,3,1,0.1437659706771926,brand_fallback
TOYOTA,MR2,3,3,0.08391178350345563,fit_low
SSANGYONG,TIVOLI,3,2,0.22956031092409157,fit_low
CITROEN,DS5,3,2,0.12077294685990425,fit_low
LEXUS,NX 300,3,2,-3.8423064670277034,fit_low
LEXUS,LX 570,3,3,0.06692149524217128,fit_low
LEXUS,LS500h,3,3,0.08528208678330984,fit_low
FERRARI,GTC4,3,3,0.1179685442010151,fit_low
LEXUS,NX300H,3,2,0.1789533222411629,fit_low
LEXUS,NX 200 T,3,2,0.6696347915860128,fit_low
CHANGAN,CS55 PLUS,3,1,0.04364530177532867,brand_fallback
SUZUKI,S PRESSO,3,3,0.1110396188739704,fit_low
Maserati,GRECALE,3,2,-0.0941609679116242,fit_low
Maserati,LEVANTE,3,3,0.23044772043273176,fit_low
Maxus,G50,3,2,-0.0448993067018808,fit_low
Maserati,GHIBLI,3,3,0.2265025604417087,fit_low
MITSUBISHI,PICK UP,3,2,0.05446167271940239,fit_low
LEXUS,IS F,3,3,0.14773183121823186,fit_low
LEXUS,IS250C,3,3,0.13132243744102645,fit_low
NIO,EL8,3,2,0.218559218559218,fit_low
Mitsubishi,Pajero,3,3,0.12697766931346144,fit_low
Mitsubishi,XPANDER,3,3,0.17605979461296617,fit_low
HYUNDAI,SANTEVY,3,3,-0.16923607111399375,fit_low
Chevrolet,Impala,3,2,0.06593959731543697,fit_low
MERCEDES BENZ,SLC300,3,3,0.14306712122582066,fit_low
Honda,Pilot,3,3,0.09785766421743802,fit_low
LEXUS,ES 300,3,2,0.024797219989611374,fit_low
CHRYSLER,PT CRUISER,3,2,-0.05102040816326503,fit_low
Hyundai,GRAND I10,3,3,0.09356467412175462,fit_low
LEXUS,GS 300,3,2,-7.07331460674129,fit_low
Tesla,MODEL S,3,3,0.11941282050210988,fit_low
VOLKSWAGEN,PHAETON,3,3,0.10115058959463774,fit_low
VOLKSWAGEN,ID6 C,3,1,0.1307814020492382,brand_fallback
BMW,320 I,3,3,0.07680142669766565,fit_low
LEXUS,LS 600 HL,3,2,-0.8595415394236552,fit_low
VOLKSWAGEN,VILORAN,3,2,0.24214171674480112,fit_low
VOLVO,C40,3,2,0.19531992199870007,fit_low
DONGFENG-AEOLUS,SHINE MAX,3,1,0.12860360247935695,brand_fallback
RENAULT,LAGUNA,3,3,0.07972380726353512,fit_low
RENAULT,ARKANA,3,1,0.13725598274679637,brand_fallback
FERRARI,PORTOFINO,3,2,-0.036391495882014624,fit_low
FERRARI,PORUSANGUE,3,2,0.08097325518396514,fit_low
MERCEDES BENZ,SL43 AMG,3,2,0.15495058735782197,fit_low
Toyota,Avalon,3,3,0.19979566642210644,fit_low
DONGFENG-AEOLUS,MAGE,3,1,0.12860360247935695,brand_fallback
MERCEDES BENZ,E550,3,2,-0.1443305541062483,fit_low
XIAOMI,YU7,3,2,0.08936838624338173,fit_low
WULING,RONGGUANG,3,2,0.2228571428571421,fit_low
FOTON,AUMARK CHASSIS,3,2,0.043634930404992445,fit_low
FORTHING,T5 HEV,3,2,0.14911354415606204,fit_low
MERCEDES BENZ,EQB 260,3,2,-0.33971291866028874,fit_low
BYD,SEALION,3,2,-0.3501501501501596,fit_low
MERCEDES BENZ,EQE 500,3,2,0.058305830583060714,fit_low
MERCEDES BENZ,EQS 450,3,2,0.07175327619244576,fit_low
MERCEDES BENZ,CLK240,3,2,0.184027777777782,fit_low
ZOTYE,T300,3,2,0.15380919647565672,fit_low
KAIYI,E5,3,2,0.09774436090225702,fit_low
MERCEDES BENZ,CLA-CLASS,3,3,0.12554564042397298,fit_low
MERCEDES BENZ,C260L,3,3,0.047067259413968054,fit_low
MERCEDES BENZ,CLS450 ,3,2,0.101794258373202,fit_low
MERCEDES BENZ,CLS 350,3,2,-1.1119592875317932,fit_low
MERCEDES BENZ,CLS-CLASS,3,3,0.1455807472254267,fit_low
VOLVO,V60,3,3,0.17723510524908204,fit_low
MERCEDES BENZ,E 300,3,3,-0.1394148968997806,fit_low
ZEEKR,ZEEKR X,3,1,-0.046734728027836,brand_fallback
AL DAMANI,DMV 300,3,2,-0.11719383617193979,fit_low
ALFA ROMEO,MITO,2,2,0.30396475770925124,fit_low
Volkswagen,Beetle,2,2,0.14693685596157358,fit_low
VOLVO,EX30,2,1,0.15167980609344991,brand_fallback
MERCEDES BENZ,E 200,2,2,0.1583366417385046,fit_low
ZEEKR,9X,2,1,-0.046734728027836,brand_fallback
ZEEKR,7X,2,1,-0.046734728027836,brand_fallback
AUDI,RS 5,2,1,0.14525254547034694,brand_fallback
Audi,A8,2,2,0.1649228265450413,fit_low
Audi,Q2,2,2,0.1930288461538462,fit_low
Suzuki,Fronx,2,2,0.12317327766179653,fit_low
MERCEDES BENZ,EQA 260,2,2,0.13910761154855467,fit_low
MERCEDES BENZ,CLA 45,2,2,0.14522422647607414,fit_low
MERCEDES BENZ,C450 AMG,2,1,0.12597345420100622,brand_fallback
DONGFENG,007,2,2,-0.11758989310009671,fit_low
TOYOTA,FRONTLANDER,2,1,0.100064939910899,brand_fallback
TOYOTA,CROWN KLUGER,2,1,0.100064939910899,brand_fallback
TOYOTA,COROLLA SE,2,2,-4.2238805970149205,fit_low
JETOUR,T 2,2,1,0.07393419046285743,brand_fallback
MERCEDES-BENZ,V300,2,2,0.16360191899862409,fit_low
MERCEDES-BENZ,GLS580,2,1,0.12597345420100622,brand_fallback
MERCEDES-BENZ,R300,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,C 320,2,2,-0.15000469453234033,fit_low
JIYUE,01,2,2,0.13955681282413668,fit_low
SATURN,SKY,2,1,0.11955800924981667,global_fallback
SAAB,45360,2,2,0.07878787878787863,fit_low
SAAB,9 3,2,2,0.37121212121212355,fit_low
DONGFENG,SHINE,2,1,-0.04659982459882944,brand_fallback
DONGFENG,FORTHING T5,2,2,0.024390243902437825,fit_low
DONGFENG,P16,2,1,-0.04659982459882944,brand_fallback
MERCEDES BENZ,300 GLK,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,560 SEL,2,2,-5.417910447761284,fit_low
MCLAREN,P1,2,2,0.14858065718367441,fit_low
MCLAREN,SENNA,2,1,0.08443730705561177,brand_fallback
MERCEDES BENZ,$500,2,2,0.4815989847715684,fit_low
MERCEDES BENZ,$550,2,2,0.08393557136035013,fit_low
MCLAREN,675LT,2,1,0.08443730705561177,brand_fallback
MERCEDES BENZ,C 300,2,2,0.05973060073299741,fit_low
TOYOTA,STATION,2,1,0.100064939910899,brand_fallback
BYD,SEALION 7 RWD,2,1,0.07800796943625092,brand_fallback
BYD,SEALION 8,2,2,0.16681735985533608,fit_low
BYD,SHARK (PICK UP),2,1,0.07800796943625092,brand_fallback
BYD,ATTO3,2,2,0.6959514170040485,fit_low
BYD,DENZA N9,2,1,0.07800796943625092,brand_fallback
MERCEDES BENZ,G300 CDI,2,1,0.12597345420100622,brand_fallback
MERCEDES BENZ,A-CLASS,2,2,0.030863002802483996,fit_low
INFINITI,FX37,2,1,0.1305647063818419,brand_fallback
Hyundai,Veloster,2,2,0.12536443148688126,fit_low
INFINITI,37 G,2,2,-0.48557110341126153,fit_low
Hyundai,GENESIS G80,2,2,-0.18630630718303287,fit_low
Honda,Odyssey,2,2,0.08093289827930261,fit_low
CITROEN,C5,2,2,-0.11962776897325034,fit_low
CHRYSLER,NEON,2,1,0.1419743582981477,brand_fallback
CITROEN,BERLINGO,2,2,0.19750195160031325,fit_low
LEXUS,GS 350,2,2,0.4057594361911119,fit_low
Toyota,Crown,2,1,0.100064939910899,brand_fallback
Honda,CRV,2,2,0.0983127868003304,fit_low
Harley-Davidson,Fat Boy,2,2,0.00025028169612117956,fit_low
HYUNDAI,i40,2,2,0.14197530864197583,fit_low
HYUNDAI,TERRACAN,2,2,-0.07177033492822904,fit_low
INFINITI,56M,2,1,0.1305647063818419,brand_fallback
INFINITI,EX37,2,1,0.1305647063818419,brand_fallback
MERCEDES BENZ,SL 680,2,1,0.12597345420100622,brand_fallback
VOLKSWAGEN,TIGUAN ,2,1,0.1307814020492382,brand_fallback
VOLKSWAGEN,T CR,2,1,0.1307814020492382,brand_fallback
VOLKSWAGEN,TERA,2,1,0.1307814020492382,brand_fallback
VOLKSWAGEN,GOLF R,2,2,0.1342466590146243,fit_low
VOLKSWAGEN,ID.6/CROZZ,2,1,0.1307814020492382,brand_fallback
BMW,3201,2,2,0.42923433185812576,fit_low
LEXUS,LC500H,2,2,0.29296531393386027,fit_low
EXEED,ET,2,1,0.05724401015720816,brand_fallback
DONGFENG,Z9 PICK UP,2,1,-0.04659982459882944,brand_fallback
DONGFENG Eπ,007,2,1,0.11955800924981667,global_fallback
RENAULT,ALPINE,2,2,0.34571012685871505,fit_low
RAM,1200,2,1,0.14175584162113797,brand_fallback
FERRARI,LAFERRARI,2,2,-0.0202614518475841,fit_low
MERCEDES BENZ,SL600,2,2,-0.48369909820834334,fit_low
MERCEDES BENZ,SL65 AMG,2,2,0.15963901169983274,fit_low
HYUNDAI,GENESIS G80,2,2,0.20841333888190994,fit_low
HYUNDAI,GENESIS GV70,2,2,-0.11053455926872147,fit_low
HYUNDAI,COUNTY,2,2,-0.24070766730580617,fit_low
NISSAN,1200GX,2,2,-0.1866068069439497,fit_low
NISSAN,1998,2,1,0.1004303758044057,brand_fallback
NIO,EC7,2,1,0.218559218559218,brand_fallback
LEXUS,LX 450,2,2,-1.141304347826074,fit_low
LEXUS,TX350,2,1,0.09017920408279849,brand_fallback
SUZUKI,2010,2,1,0.09761976604793722,brand_fallback
HYUNDAI,GRAND YUOR,2,1,0.12337004868650599,brand_fallback
FERRARI,360 MODENA,2,2,0.1223673814703733,fit_low
FERRARI,458 SPECIALE,2,1,0.09866988674171298,brand_fallback
FORD,E 350,2,2,0.3837126806583686,fit_low
TOYOTA,LITE ACE,2,1,0.100064939910899,brand_fallback
TOYOTA,HAI LUX,2,2,0.07382262657590088,fit_low
CADILLAC,BROUGHTAM,2,2,0.07811533705167573,fit_low
LEXUS,LM 350H,2,2,0.7072327820291286,fit_low
NIO,ET 5,2,1,0.218559218559218,brand_fallback
